MediaCanalR,MediaCanalG,MediaCanalB,MedianaR,MedianaG,MedianaB,ModaR,ModaG,ModaB,DesviacionEstandarR,DesviacionEstandarG,DesviacionEstandarB,MedioEscalaDeGrises,DesviacionEstandarEscalaDeGris,MedianaEscalaDeGris,ModaEscalaDeGris,MediaH,MediaS,MediaV,DesviacionEstandarH,DesviacionEstandarS,DesviacionEstandarV,MedianaH,MedianaS,MedianaV,ModaH,ModaS,ModaV,EntropiaEscalaDeGrises,EntropiaR,EntropiaG,EntropiaB,Class
63.37,84.31,194.37,64,77,64,63,71,255,9.84,27.09,37.98,114.41,18.05,110,110,230.72,67.51,77.83,15.97,5.62,11.76,234.19,66.84,75.69,234.19,66.67,100,5.99,4.65,5.72,6.68,I
159.15,182.89,196.6,35,58,72,196,213,221,32.39,29.07,26.65,184.96,26.55,60,214,203.31,20.5,78.03,11.92,9.63,8.59,205,18.645,79.22,196.8,11.31,86.67,6.4,6.63,6.56,6.07,H
17.17,26.98,23.79,16,24,23,14,19,15,10.06,24.62,13.36,23.7,12.77,23,18,158.4,31.95,10.77,56.92,19.73,9.69,172.5,30.43,9.41,180,0,6.67,5.65,5.22,5.81,5.69,N
44.39,93.14,191.09,44,88,194,41,86,255,15.49,28.08,43.77,116.56,23.73,114,102,220.15,75.84,76.14,12.81,11.53,15.28,222.35,77.94,76.47,225,29.41,100,6.56,5.97,6.52,7.16,I
16.78,29.42,27.1,16,24,24,17,25,22,7.92,29.56,20.15,25.05,15.19,23,24,181.38,36.23,12.57,24.56,19.37,13.01,180,33.33,9.8,180,33.33,9.8,5.1,4.86,5.26,5.22,N
173.93,183.47,172.56,51,56,47,191,183,178,22.54,15.98,21.82,179.31,14.9,52,178,113.42,8.67,72.24,44.99,9.18,6.24,108,6.55,72.94,108,7.69,76.47,5.86,5.98,5.85,6.06,H
51.3,92.64,87.8,46,86,82,0,96,88,34.61,48.65,46.2,85.62,44.41,80,79,178.74,50.08,37.45,21.67,19.09,18.91,175,46.67,34.9,180,100,37.65,7.44,6.92,7.55,7.49,N
64.47,59.05,59.76,64,55,56,63,54,53,9.62,23.07,15.24,58.25,8.32,56,56,273.9,18.81,27.66,124.16,12.09,9.16,340,16.67,25.49,349.09,16.67,24.71,4.8,4.73,4.82,5.19,H
20.75,103.18,197.83,20,100,77,21,97,230,12.54,32.02,39.3,121.77,26.35,122,116,212.39,89.63,78.76,11.5,6.01,13.2,214.33,90.36,80.78,205.55,100,90.2,6.76,5.46,6.86,6.99,I
28.61,34.25,26.39,28,29,26,25,29,29,10.52,32.55,13.87,28.03,12.39,28,30,92.09,27.62,14.62,83.62,21.01,12.31,90,21.05,12.16,0,33.33,10.98,5.63,5.33,5.92,5.72,N
41.52,47,36.91,42,40,30,42,37,23,7.48,24.39,18.01,41.56,12.23,37,34,85.84,35.03,20.02,61.26,14.99,9.47,54,36.36,17.25,37.5,37.21,16.47,4.92,4.36,5.05,5.5,N
27.41,44.11,82.5,28,42,83,28,41,80,6.89,19.1,11.01,52.89,7.01,53,53,223.01,67.43,33.15,11.31,6.3,6.36,223.73,67.05,32.55,225,66.67,31.37,4.85,4.8,4.86,5.22,H
23.79,47.61,38.76,21,45,37,0,43,33,16.79,26.23,21.19,41.43,20.11,40,36,154.83,53.24,18.7,24.1,22.22,10.29,160,52.38,17.65,160,100,16.86,6.33,5.88,6.45,6.36,N
51.32,81.61,88.16,50,79,88,50,88,91,15.5,27.86,22.13,78.32,16.63,78,81,197.69,43.23,36.56,19.7,11.24,11.05,195.85,42.62,34.9,188.57,50,35.69,5.97,5.61,6.12,6.16,N
50.34,55.13,59.31,46,49,52,44,47,43,19.89,30.21,33.39,53.76,22.22,50,50,183.9,20.11,25.37,99.06,15.72,14.75,213.33,16.07,21.18,0,0,16.86,6.28,6.03,6.25,6.62,N
33.69,73.77,150.77,33,63,158,39,48,255,13.62,33.18,67.76,90.74,33.42,85,50,218.88,70.53,60.72,16.61,21.98,25.68,222.92,80.78,63.53,225,33.33,100,6.87,5.77,6.47,7.63,I
140.3,134.15,120.78,141,135,122,175,158,129,30.3,21.88,13.76,130.85,19.99,131,150,74.85,14.53,55.68,63.11,8.85,10.99,42.67,13.13,55.29,180,0,40.39,6.27,6.82,6.37,5.71,H
43.92,71,113.23,46,64,111,46,62,100,8.71,26.96,26.86,78.96,11.71,76,72,219.63,60.15,46.36,16.65,13.03,11.09,222.35,61.185,44.31,225,54,39.22,5.33,4.73,5.02,6.47,H
107.58,119.38,125.89,108,117,0,104,116,129,13.07,15.75,14.46,119.65,6.96,119,119,211.02,15.74,50.66,13.73,10.47,5.72,213.1,14.52,50.2,210,19.23,50.59,4.79,4.95,4.96,4.94,H
29.35,29,30.93,26,23,26,26,18,19,8.28,23.39,13.91,28.68,11.9,24,19,262.72,23.38,14.01,96.55,10.45,9.09,260,23.08,10.98,350,30.77,10.2,4.84,4.12,4.79,5.23,H
41.19,59.18,51.55,37,46,41,37,36,32,19.27,35.81,35.63,53.34,30.02,43,35,134.69,38.07,24.1,55.77,16.26,14.5,160,35.56,18.43,180,50,14.51,6.25,5.75,6.27,6.75,N
50.3,68.59,33.67,49,62,32,47,57,29,10.9,28.34,12.24,53.97,13.15,51,47,85.49,49.26,26.91,14.14,9.79,11.11,84,48.08,24.31,80,50,22.35,5.54,5.06,5.89,5.43,N
48.21,48.03,47.63,45,41,41,34,27,29,15.74,29.59,22.37,45.46,16.34,40,29,301.72,17.88,22.12,90.61,14.82,12.42,348,14.63,18.04,350,14.29,13.33,5.57,5.62,5.58,5.91,H
171.58,181.56,166.16,52,63,60,186,194,204,33.58,35.66,51.66,175.71,37.31,59,191,122.81,18.61,73.75,61.55,20.06,11.19,130.59,10.965,76.47,156,5.24,77.65,6.54,6.4,6.51,6.85,H
24.74,150.56,228.52,24,40,118,0,141,255,17.38,48.13,44.79,158.15,40.9,47,188,203.17,89.74,91.04,13.73,6.86,13.86,200.96,90,96.47,205.94,100,100,6.85,5.86,7.2,5.69,I
97.41,100.7,128.46,99,98,132,95,97,139,23,29,26.77,107.51,18.45,108,107,240.86,29.55,52.84,24.61,11.33,9.89,246.67,27.78,52.55,246.86,25,53.73,6.16,6.23,6.28,6.33,H
10.19,23.61,17.1,10,18,16,7,18,14,6,29.77,7.87,17.58,7.5,17,15,166.34,49.78,9.27,14.36,18.01,11.68,170,46.67,7.45,172.5,50,7.06,4.9,4.53,5.14,4.98,N
78.32,89.75,93.86,70,80,90,66,70,75,18.34,24,18.91,89.47,18.68,82,71,202.33,17.79,37.72,14.48,9.02,8.82,207.27,16.3,35.29,213.33,12,29.41,5.74,5.6,5.78,5.85,H
51.36,46.38,43.93,53,43,45,55,44,46,10.72,31.41,14.47,43.42,10.94,45,46,295.21,27.61,22.91,98.58,16.31,11.24,343.64,22,21.57,350.77,20,21.96,5.41,5.11,5.56,5.76,H
212.83,212.19,196.05,224,215,195,235,218,195,35.54,22.7,31.66,208.28,21.16,210,212,95.63,12.62,86.9,73.35,12.68,9.11,50.77,8.96,90.2,30,20,92.16,6.32,6.44,6.39,6.36,H
20.66,81.46,210.39,14,72,90,14,71,255,28.7,37.37,38.82,112.85,26.7,109,108,220.04,90.63,84.44,15.22,11.6,10.37,223.15,93.53,85.88,223.1,91.3,100,6.24,4.98,6.21,6.56,I
74.48,209.55,157.47,86,109,58,0,255,73,38.94,49.58,60.59,178.81,51.24,77,219,156.72,66.85,82.18,9.35,13.87,19.44,159.56,62.36,92.94,137.27,100,100,7.03,6.92,6.6,7.32,N
19.91,34.25,28.47,19,28,27,16,24,24,7.37,24.84,7.61,29.3,8.56,27,23,170.45,36.93,13.52,15.43,13.42,9.71,172.5,33.33,10.98,180,33.33,9.41,4.62,4.56,4.92,4.44,N
16.35,51.11,63.61,13,42,58,8,12,17,12.25,38.09,39.24,49.37,30.89,43,13,199.99,72.92,26.4,14.77,13.3,16.96,199.32,73.21,24.71,198.46,100,6.67,6.63,5.37,6.74,6.97,N
64.04,58.85,59.48,66,60,63,67,63,74,17.59,27.79,23.4,57.97,19.24,60,77,233.64,21.36,27.34,128.72,15.32,10.24,273.33,14.67,27.45,273.33,12.5,28.63,6.16,5.96,6.17,6.42,H
48.87,78.01,123.41,49,70,118,47,69,99,9.1,24.12,30.72,87.03,13,82,77,219.36,58.5,50.04,15.22,14.16,11.97,222.16,58.46,46.67,225,41.41,38.82,5.28,4.75,5.09,6.44,H
223.39,230.03,218.55,99,104,98,232,236,229,29.08,11.18,28.64,227.55,10.37,102,232,88.12,5.63,90.56,46.46,11.84,4.14,75,3.49,91.37,154.29,2.55,92.55,5.22,5.5,5.35,5.22,H
18.6,125.22,246.81,19,121,125,20,106,255,4.42,24.74,33.05,149.98,11,21,148,211.31,92.6,98.51,13.34,1.73,3.53,213.73,92.52,99.22,216,91.76,100,5.47,4.01,6.21,3.08,I
67.3,113.71,102.95,67,112,104,62,114,116,22.28,37.59,36.61,104.6,32.07,104,106,165.13,39.44,45.04,24.48,14.2,14.81,170.29,39.325,44.31,180,50,46.67,7.01,6.47,7.15,7.2,N
34.17,45.15,49.11,33,41,47,27,38,46,14.73,28.56,24.58,42.91,17.05,42,41,207.7,30.27,20.72,39.91,16.6,12.68,210,27.66,18.82,207.27,33.33,18.04,6.09,5.83,6.17,6.33,N
108.92,119.9,132.24,110,120,5,112,121,134,11.17,12.5,11.83,122.08,4.51,123,124,216.18,18.45,52.73,12.57,8.56,4.17,216,17.46,52.55,215.45,16.42,52.55,4.15,4.76,4.42,4.16,H
47.09,76.27,75.5,48,74,75,47,75,73,7.69,22.5,11.78,71.19,6.67,71,69,185.34,39.53,31.73,16.73,10.45,8.59,186.15,38.81,30.2,180,33.33,28.63,4.76,4.58,5.08,5.04,N
56.99,101.2,94.53,54,97,92,0,87,89,31.81,41.84,37.76,93.54,37.24,91,92,176.04,47.12,40.11,13.34,17.07,16.11,175.2,43.48,38.43,180,100,36.47,7.24,6.92,7.36,7.26,N
61.45,71.2,65.23,63,64,63,65,64,61,12.92,29.12,16.4,66.1,12.35,64,61,111.45,12.89,28.93,89.83,17.86,11.44,90,5.08,25.88,20,0,25.88,5.29,5.29,5.46,5.48,N
5.55,90.16,185.15,2,86,69,0,0,255,8.46,57,52.41,108.27,46.43,110,135,214.23,97.36,73.98,16.65,3.8,19.08,215.38,99.09,78.04,240,100,100,7.5,3.59,7.66,7.42,I
104.66,116.54,118.72,105,114,121,106,105,121,16.35,19.28,16.25,115.29,9.82,115,106,205.37,13.84,48.3,19.33,11.45,6.99,208,12.5,47.45,208,14.29,47.45,5.28,5.56,5.45,5.28,H
115.93,128.67,164.39,116,127,160,115,126,160,2.81,4.49,12.5,137.86,6.49,136,135,224.08,29.17,64.47,1.78,4.3,4.9,224.65,28.22,62.75,225,36.36,62.75,4.41,3.51,4,5.25,H
49.06,112.99,119.34,48,118,124,37,130,127,25.08,35.88,34.9,107.31,32.95,112,123,186.73,62,47.62,8.67,12.01,13.67,186,60.68,49.02,185.45,66.67,49.8,7.01,6.63,7.09,7.08,N
68.52,212.45,151.49,71,94,35,37,222,172,25.5,36.99,42.62,177.88,36.72,59,198,154.36,68.39,83.31,8.02,9.71,14.51,156.515,67.54,87.06,131.54,58.43,87.06,6.42,6.54,6.15,6.7,N
17.41,157.36,223.18,6,160,248,0,255,255,24.43,58.89,49.04,161.71,45.73,168,197,200.6,91.77,88.97,15.41,11.42,16.54,202.56,97.47,97.65,180,100,100,7.43,5.05,7.74,5.49,I
46.93,89.98,68.79,44,84,66,39,75,65,24.85,37.44,28.74,77.22,28.52,74,62,151.98,47.92,35.31,15.36,18.12,14.66,154.05,45.35,32.94,150,50,30.98,6.81,6.59,7,6.83,N
21.24,39.65,37.27,18,33,36,16,30,32,11.41,31.5,12.72,34.33,11.1,33,32,188.83,47,16.94,19.93,19.48,12.3,192,47.83,14.51,195,50,12.55,5.37,5.38,5.55,5.49,N
37.45,134.4,240.16,34,3,124,32,126,255,10.79,21.16,30.21,155.1,12.93,27,159,211.08,84.37,95.34,11.06,5.26,6.5,213,86.225,98.82,214.71,87.45,100,5.62,5.03,6,4.49,I
35.02,117.96,212.33,29,116,94,27,113,228,23.68,45.12,33.47,136.26,33.85,9,126,211.64,84.42,84.54,13.75,9.55,9.37,212.78,86.82,87.45,220.21,100,89.41,7.09,6.36,7.45,6.31,I
156.37,161.8,166.28,160,161,171,160,161,171,21.19,12.98,22.46,162.99,3.8,164,164,237.14,8.83,67.4,25.96,12.65,4.45,234.55,6.43,67.06,234.55,6.43,67.06,3.2,3.71,3.74,3.52,H
40.44,107.08,85.52,33,111,86,0,111,0,35.28,55.26,50.6,92.12,50.14,94,134,159.22,67.26,42.12,17.71,19.95,21.67,160.67,65.67,43.53,160,100,43.53,7.56,6.61,7.71,7.54,N
36.64,37.14,34.96,37,34,35,39,39,39,10.39,22.06,10.43,35.28,10.27,35,34,159.25,10.32,15.61,153.75,11.89,8.45,168,8,14.9,0,0,15.29,5.06,4.95,5.19,5.09,H
42.58,84.36,32.89,35,75,26,33,73,25,39.16,39.83,34.4,63.84,36.44,56,56,105.79,67.53,33.2,16.96,15.79,16.02,107.5,67.14,29.41,112.5,100,28.63,6.26,5.75,6.55,6.06,N
114.2,124.35,137.21,126,3,20,133,137,156,26.57,28.27,29.71,126.3,22.26,7,142,226.66,19.6,56.23,22.76,12.48,10.47,229.57,16.46,58.82,228.46,14.74,61.18,6,6.01,6.11,6.18,H
114.99,127.72,131.36,118,2,7,113,131,140,27.65,28.49,28.69,125.89,22.85,0,140,211.57,15.33,53.97,26.64,14.42,10.68,216,12.03,54.12,228,19.29,54.9,6.42,6.49,6.48,6.52,H
18.19,42.08,35.57,15,34,32,0,24,56,15.97,37.59,22.71,33.92,21.31,31,24,174.95,58.05,17.02,28.81,23.07,14.75,180,55.81,14.12,180,100,12.55,6.29,5.54,6.53,6.38,N
47.26,78.52,99.54,48,77,91,51,84,95,13.55,28.29,42.05,80.05,20.2,79,80,202.35,51.51,41.02,18.98,11.05,17.5,200,48.91,36.47,193.33,50,37.25,6.22,5.72,6.06,6.79,N
80.15,86.02,73.68,78,83,70,128,144,0,33.91,45.31,46.53,79.75,39.97,78,64,99.16,29.13,36.52,81.3,24.84,17.6,81.18,19.79,34.12,60,100,82.75,7.31,7.05,7.36,7.3,N
41.08,96.75,170.76,41,96,174,41,97,177,5.93,15.67,18.38,112.3,9.45,113,117,214.37,76.08,67.59,8.49,3.21,5.55,215.27,76.05,68.24,215.11,75,69.41,5.25,4.42,5.3,5.69,H
28.79,93.85,63.48,24,92,60,0,116,87,25.1,46.08,37.02,75.45,37.88,74,81,152.66,72.21,36.83,15.23,19.05,18.03,153.7,71.43,36.08,150,100,45.49,7.22,6.06,7.43,7.13,N
5.21,91.94,220.75,4,90,109,0,96,255,5.73,39.22,42.11,119.77,28.54,123.5,141,215.94,97.73,88.13,14.25,2.45,12.6,218.82,98.39,93.33,220,100,100,6.79,3.81,7.08,6.26,I
19.32,37.09,29.47,19,32,29,19,30,27,6.6,27.87,6.98,30.53,6.79,29,28,167.28,42.56,14.57,12.3,12.06,10.92,169.09,40.62,12.55,170.77,50,11.76,4.66,4.63,4.99,4.59,N
21.16,32.24,34.73,20,28,32,27,11,12,12.61,29.87,22.71,30,18.1,28,12,191.7,38.96,15.14,72.21,21.43,12.61,202.86,37.5,13.33,0,0,5.49,6.08,5.57,6.16,6.29,N
141.84,145.26,163.42,150,151,169,163,163,169,27.68,25.41,26.76,150.16,22.43,156,165,240.4,15.74,65.27,20.69,10.99,8.82,243,13.1,66.27,240,12.5,66.27,6.29,6.37,6.37,6.38,H
114.97,143.28,164.03,112,13,41,110,159,169,22.96,22.19,26.08,146.37,15.63,18,139,209.29,31.64,66.41,15.58,11.58,7.07,212.9,30.59,66.27,210,16.57,66.27,5.99,6.06,6.11,5.96,H
64.65,59.1,61.77,65,57,62,63,59,62,7.48,17.21,6.6,59.7,4.61,60,62,307.46,13.61,26.35,63.07,8.8,6.41,317.14,12.07,25.49,317.14,11.11,25.49,4.24,4.5,4.48,4.14,H
10.93,36.99,133.59,9,28,3,0,15,88,8.33,31.78,53.74,62.34,31.53,58,36,229.46,92.31,53.04,11.41,4.66,20.98,230.83,92.31,52.55,235.44,100,34.51,6.71,4.84,6.39,7.47,I
55.23,30.16,1.05,56,25,0,56,25,0,7.39,27.96,2.1,21.51,3.12,21,21,29.29,98.28,23.41,14.47,3.16,9.1,26.79,100,21.96,26.79,100,21.96,3.63,3.75,4.28,1.95,N
99.23,190.73,235.95,99,64,113,155,255,255,45.25,45.35,24.51,194.18,35.07,66,241,197,58.9,93.24,13.33,17.43,6.7,198.75,58.045,94.9,180,37.65,100,6.93,7.4,7.21,5.5,I
25.91,91.33,201.92,26,88,84,26,64,255,5.81,29.59,51.18,115.92,24.41,118,83,217.27,87.02,81.11,15.07,3.46,16.9,220.7,87.35,85.49,221.05,88.24,100,6.07,4.32,6.02,6.42,I
116.33,190.65,217.82,90,238,244,255,255,255,94.57,70.47,46.31,191.03,62.82,223,255,189.35,52.57,87.3,39.74,35.64,15.17,188.18,62.75,97.25,180,0.78,100,6.45,7.28,5.86,5.63,I
21.99,38.21,30.19,20,31,28,16,27,26,8.41,29.26,8.88,31.44,9.37,29,23,166.45,36.41,15.1,17.36,13.56,11.42,169.09,33.33,12.16,169.09,33.33,10.59,4.91,4.84,5.29,4.81,N
102.88,107.33,183.41,103,104,63,108,101,255,20.96,30.19,64.84,128.6,31.54,3,155,242.88,45.67,74.05,49.1,17.26,23,244.29,47.86,76.86,240,60,100,6.95,6.17,6.71,6.95,I
73.56,134.99,139.09,76,136,142,82,142,147,18.34,21.08,22.32,128.83,17.19,131,137,185.58,48.54,55.84,8.56,9.18,8.03,186.86,47.02,56.08,186.86,50,58.82,6.09,6.13,6.18,6.2,N
78.89,166.59,210.53,33,144,220,17,255,255,87.12,69.56,44.97,170.44,60.41,154,255,193,67.44,84.41,37.02,33.31,14.69,204.91,84.48,88.24,180,0.78,100,6.65,6.95,6.33,5.94,I
88.7,95.51,101.68,86,93,103,95,98,110,28.81,32.9,32.49,95.45,29.26,95,100,225.91,14.76,41.3,24.4,11.04,13.24,224,12.665,41.18,230.77,12.5,43.14,6.74,6.68,6.74,6.85,H
36.18,163.52,231.71,19,23,113,0,255,255,38.14,66.59,28.81,169.81,48.36,35,234,199.59,85.38,91.78,16.28,14.97,8.35,203.64,92,94.51,180,100,100,7.23,6.36,7.4,5.77,I
42.95,102.21,142.4,46,109,21,44,122,160,17.54,32.05,26.7,106.93,24.19,113,127,205.17,71.42,57.26,12.32,8.97,9.55,204.22,68.55,58.82,202.5,66.67,62.75,6.26,5.91,6.45,6.37,H
227.97,219.59,193.05,231,221,196,234,226,201,18.91,8.67,18.66,213.1,8.68,215,219,43.4,16.06,90.18,8.9,7.28,2.42,42,15.58,90.98,40,15.52,91.76,5.02,4.44,4.96,5.45,H
66.57,85.16,65.28,63,76,60,57,63,39,24.53,36.91,29.81,75.9,28.48,70,54,106.26,28.56,33.65,40.99,14.34,14.6,101.54,26.03,29.8,60,33.33,22.75,6.64,6.33,6.78,6.78,N
64.48,59.41,61.48,62,55,59.5,44,24,25,20.92,35.24,30.51,58.03,24.93,56,27,292.36,27.32,29.09,75.06,16.21,12.91,308.57,20.43,26.67,356.67,20,17.25,6.35,6.11,6.4,6.6,H
32.94,98.29,80.58,33,98,75.5,0,102,71,20.33,40.99,36.39,84.15,33.24,84,86,164.89,66.25,38.75,16.76,17.49,16.02,166.96,64.41,38.43,180,100,40,7.03,6.15,7.23,7.14,N
13.58,25.46,19.89,13,21,18,13,20,18,7.59,26.47,12.04,20.29,8.64,20,20,162.22,45.51,10.76,40.25,20.84,10.68,156,42.5,9.02,154.29,50,7.84,5.09,4.87,5.35,5.31,N
55.01,116.28,112.08,55,116,117,0,120,130,29.18,39.48,37.97,106.29,33.89,108,99,180.88,56.44,47.51,14.02,16.29,15.2,182.26,52.63,47.84,180,100,48.63,7.08,6.78,7.19,7.18,N
49.06,113.76,219.78,49,101,110,46,101,255,11.92,41.74,41.65,137.8,30.7,6,110,218.08,77.02,87.29,15.16,8.19,13.7,223.87,79.48,93.33,225,62.29,100,6.85,5.49,7.05,6.21,I
4.72,95.12,238.4,4,92,120,0,86,255,4.92,29.61,33.07,127.09,17.15,0,130,216.28,98.08,94.95,13.14,1.99,6.45,218.8,98.43,97.25,220.08,100,100,6.12,3.7,6.6,5.14,I
122.55,128.86,119.63,122,127,122,107,121,112,39.54,35.35,30.07,124.6,29.79,124,120,107.4,11.03,52.09,89.14,15.3,13.97,75,7.34,50.2,0,0,47.45,6.88,7.22,7.03,6.73,H
227.12,216.53,189.02,228,215,189,226,213,186,19.01,8.24,17.78,209.94,7.97,209,207,41.17,17.48,89.84,8.75,6.96,2.52,40,17.03,89.41,40,15.52,88.63,5.02,4.73,4.99,5.35,H
146.44,176.17,197.18,17,49,73,137,176,214,30.25,23.44,22.82,179.11,21.66,53,181,205.51,26.87,78.01,8.63,10.67,6.79,206.67,27.69,79.22,210,33.33,83.92,6.32,6.74,6.44,5.97,H
99.3,113.63,122.59,101,116,122,102,118,121,7.42,7.25,9.29,114.64,7.18,117,117,201.48,18.74,48.07,6.22,6.51,3.64,200,17.92,47.84,196,12.4,47.45,4.56,4.82,4.35,5.03,H
50.17,47.18,48.65,51,43,48,48,40,42,9.43,29.29,16.5,45.85,11.81,46,44,293.71,25.84,23.19,65.95,14.33,10.72,307.5,21.21,21.18,350.77,20,18.82,5.53,4.92,5.62,5.97,H
19.39,75.65,66.2,18,74,68,0,79,69,15.17,35,26.27,63.78,22.98,65,60,173.18,73.65,29.79,16.61,18.13,13.65,175.81,74.07,29.02,180,100,30.98,6.54,5.49,6.79,6.71,N
115.74,131.64,135.31,115,127,9,108,120,132,17.99,18.84,17.55,130.73,9.83,1,122,199.28,16.53,54.98,19.92,11.79,6.14,206.9,15.94,54.12,210,18.18,51.76,5.15,5.5,5.44,4.95,H
10.78,42.94,155.67,11,38,28,11,27,138,6.02,29.32,29.4,71.59,17.09,70,61,226.88,93.39,62.35,13.89,3.3,9.97,228.98,93.23,61.96,227.92,100,54.12,6.08,4.55,6.13,6.61,I
52.7,76.54,99.21,54,74,99,61,72,96,10.65,25.21,20.16,78.72,11.85,79,79,213.4,47.75,40.61,16.22,8.8,9.39,215.22,46.53,39.22,220,50,37.65,5.59,5.23,5.86,5.81,N
25.7,68.1,83.94,22,64,83,11,67,115,19.76,39.74,37.75,66.55,33.46,64,30,199.98,72.47,34.27,12.67,11.73,15.9,199.76,71.67,33.73,210,100,45.1,6.94,6.01,7.04,7.16,N
113.91,129.59,141.54,114,123,12,111,118,135,18.43,21.05,21.74,130.77,14.39,127,121,214.45,20.95,57.19,16.69,11.08,7.66,216,18.94,55.29,210,20,52.94,5.57,5.71,5.66,5.83,H
9.74,105.19,216.53,2,87,107,0,33,255,16.23,66.55,47.37,126.64,48.16,119,205,212.49,96.06,87.09,19.39,6.39,13.85,218.805,99.2,92.94,228.55,100,100,7.26,3.97,7.55,5.89,I
26.88,62.8,52.61,16,50,42,0,0,0,31.82,51.03,44.4,53.58,43.39,43,0,167.29,67.47,25.46,34.07,27.03,20.1,167.44,66.67,20.39,120,100,10.59,7.08,5.72,7.32,7.07,N
74.62,106.57,94.59,76,107,98,62,83,75,24.54,33.03,29.01,98.36,27.33,101,104,161.23,30.47,41.79,11.74,18.35,12.95,165.88,25.76,41.96,157.14,25.3,32.55,6.48,6.3,6.56,6.46,N
153.86,180.83,176.22,29,53,51,171,182,169,29.61,18.83,25.4,176.89,16.96,49,178,163.85,16.67,72,36.52,12.87,6.61,180,14.43,71.76,180,11.52,71.37,6.1,6.66,6.17,6.04,H
2.49,110.99,227.18,1,99,244,0,85,255,3.77,45.11,39.06,132.88,32.58,131,119,211.22,98.95,90.38,13.75,1.56,11.66,216.3,99.6,95.69,220,100,100,6.99,2.84,7.28,5.7,I
69.22,68.69,25.53,71,60,20,69,79,16,16.14,37.84,19.28,53.85,23.51,49,39,57.22,70.35,31.97,39.86,14.91,12.18,46.53,72.37,29.41,28.93,64.37,27.06,6.43,5.79,6.86,5.91,N
49.71,59.33,54.28,50,56,55,50,63,56,12.06,25.49,14.83,54.36,12.11,55,56,148.58,11.72,23.38,52.75,13.77,10.11,169.09,9.09,21.96,180,0,24.71,5.61,5.49,5.81,5.68,N
147.13,141.04,131.52,156,144,137,169,151,143,34.35,23.07,20.98,138.38,17.09,143,151,104.31,16.42,61.08,121.98,13.41,10,23.68,15.76,61.96,0,16.77,66.27,5.94,6.68,6.12,5.59,H
107.3,108.08,106.88,105,106,109,105,106,109,42.76,44.28,39.78,107.94,41.8,107,106,151.98,9.76,44.53,116.11,11.24,17,202.5,7.14,43.92,0,0,42.75,7.15,7.15,7.21,7.12,H
44.91,163.83,222.19,41,72,123,0,255,255,40.92,85.11,50.46,169.07,66.43,70,236,199.47,82.13,89.46,21.92,15.99,15.69,195.215,83.58,98.82,180,100,100,7.3,6.2,7.37,5.03,I
15.69,97.6,40.83,10,94,35,0,87,0,17.75,44.83,30.77,69.42,33.41,66,56,135.22,87.2,38.29,17.25,13.12,17.58,138.57,90.125,36.86,120,100,34.12,7.04,4.93,7.38,6.67,N
2.61,179.29,247.62,1,183,254,0,187,255,4.61,35.33,30.15,180.43,21.39,183,189,196.42,98.97,98.62,12.33,1.81,3.07,196.67,99.61,99.61,205.37,100,100,6.42,2.83,7.13,3.13,I
60.02,101.27,93.01,60,98,93,47,90,97,20.19,33.32,31.55,92.53,26.66,91,86,169.87,39.71,40.12,17.6,13.58,13.36,171.82,39.53,38.82,180,32.98,35.29,6.75,6.28,6.9,6.93,N
26.23,92.5,139.17,24,55,2,24,25,39,20.64,73.84,87.16,98.22,68.43,71,29,213.49,72.65,56.24,20.75,21.41,33.94,220,78.39,54.51,236,100,15.29,6.99,5.67,6.98,7.07,I
147.13,141.04,131.52,156,144,137,169,151,143,34.35,23.07,20.98,138.38,17.09,143,151,104.31,16.42,61.08,121.98,13.41,10,23.68,15.76,61.96,0,16.77,66.27,5.94,6.68,6.12,5.59,H
16.05,28.07,41.4,14,23,42,3,9,24,10.94,31.58,12.64,28.46,12.29,27,14,220.51,66.41,18.15,18.41,16.89,11.16,223.85,66.67,16.86,220.8,66.67,9.41,5.52,5.3,5.74,5.52,H
20.12,89.75,36.2,20,76,26,0,62,0,13.94,44.37,31.93,63.27,32.94,54,53,125.86,79.99,35.2,18.47,14.07,17.39,123.185,79.17,29.8,120,100,24.31,6.74,5.41,7.1,6.53,N
13.21,105.05,222.68,11,102,107,0,79,241,12.01,40.31,35.77,129.19,29.07,3,147,213.73,94.27,88.45,13.12,5.13,10.66,216.43,95.2,92.55,210,100,94.51,6.8,5.14,7.2,6.22,I
109.66,138.71,165.58,106,7,41,102,126,179,15.87,16.2,19.53,143.21,13.42,13,130,209.41,34.39,65.65,10.32,6.82,6.07,210.94,34.23,66.27,205.56,33.33,70.2,5.46,5.55,5.5,5.6,H
88.13,196.77,234.08,86,69,113,72,255,255,38.3,35.55,31.4,196.62,28.1,69,181,193.84,63.39,93.37,12.9,14.9,6.25,195.51,64.21,94.9,180,66.67,100,6.77,7.24,7.04,5.5,I
86.56,131.59,198.05,88,126,86,92,124,255,22.55,24.55,57.93,146.25,23.34,18,135,200.29,53.68,80.06,50.4,21.87,19.19,220.34,58.925,85.88,225,74.9,100,6.52,6.4,6.25,6.8,I
33.74,151.57,250.9,33,24,126,33,134,255,4.87,20.22,17.64,168.11,12.25,41,171,207.31,86.62,98.86,7.93,1.88,2.4,207.67,86.67,99.61,211.33,87.06,100,5.58,4.17,6.25,2.93,I
