MediaCanalR,MediaCanalG,MediaCanalB,MedianaR,MedianaG,MedianaB,ModaR,ModaG,ModaB,DesviacionEstandarR,DesviacionEstandarG,DesviacionEstandarB,MedioEscalaDeGrises,DesviacionEstandarEscalaDeGris,MedianaEscalaDeGris,ModaEscalaDeGris,MediaH,MediaS,MediaV,DesviacionEstandarH,DesviacionEstandarS,DesviacionEstandarV,MedianaH,MedianaS,MedianaV,ModaH,ModaS,ModaV,EntropiaEscalaDeGrises,EntropiaR,EntropiaG,EntropiaB,Class
44.88,105.29,85.37,45,108,87,66,120,99,24.47,44.23,38.86,90.37,36.93,92,124,164.22,57.91,41.4,15.28,14.5,17.15,164.52,55.08,42.35,166.15,50,47.06,7.17,6.56,7.34,7.23,N
52.82,94.14,73.08,51,91,72,49,78,55,23.17,41.54,35.34,81.12,34.42,79,85,141.83,42.78,36.94,28.6,17.34,16.28,153.06,42.86,35.69,150,50,30.59,7.07,6.52,7.25,7.11,N
58.08,92.65,71.6,58,89,71,59,89,69,23.14,31.72,23.95,80.63,22.54,79,75,143.82,36.81,36.34,16.35,16.08,12.43,147.69,34.12,34.9,150,33.33,34.9,6.52,6.51,6.69,6.56,N
41.23,55.02,47.56,40,48,42,38,44,39,15.92,34.32,28.79,47.56,19.28,45,40,127.24,24,23.17,66.25,20.31,15.05,127.5,18.03,19.22,120,0,15.29,6.05,5.81,6.3,6.21,N
120.58,124.61,121.49,119,122,121,103,108,111,18.93,18.26,16.58,122.98,14.27,122,107,104.36,4.09,49.21,86.75,9.29,7.22,90,2.88,47.84,0,0,43.53,5.69,5.95,5.8,5.66,H
19.38,44.46,42.52,14,36,37.5,0,106,91,20.46,37.26,26.71,35.79,22.86,32,26,183.83,63.08,19.1,29.03,23.05,14.72,190,61.54,15.69,180,100,41.57,6.37,5.49,6.55,6.55,N
34.65,64.37,66.7,28,58,64,0,119,111,31.43,44.3,39.7,59.61,37.28,56,0,189.62,58.25,28.17,23.11,26.56,17.74,193.33,54.19,26.27,192,100,46.67,7.09,6.22,7.16,7.18,N
37.89,48.92,61.79,35,42,59,34,44,53,15.77,30.98,27.7,48.51,15.35,46,39,212.2,41.06,26.36,56.93,17.18,13.35,222.63,41.14,23.53,225,41.14,20.78,5.84,5.34,5.77,6.49,N
149.49,154.41,148.73,24,26,24,157,159,152,17.03,12.35,17.3,152.13,5.75,25,159,102.31,3.29,60.6,46.56,11.25,4.81,90,1.31,60.39,90,1.27,62.35,4.4,4.42,4.47,4.68,H
8.95,43.81,46.89,7,38,45,0,33,37,8.38,32.44,17.41,37.53,13.46,36,32,191.33,83.71,20.86,15.65,13.07,12.63,193.95,84.38,18.43,180,100,14.51,5.76,4.53,5.97,6.09,N
11.17,27.51,18.71,9,18,15,6,11,10,9.45,34.58,12.34,19.98,13.05,16,10,163.91,54.29,10.8,14.17,21.16,13.56,166.36,50,7.06,170,50,4.31,5.44,4.92,5.73,5.39,N
209.37,210.26,208.69,101,97,95,255,255,255,50.43,44.59,43.31,210.16,43.12,96,253,131.94,6.88,85.15,109.11,9.64,16.22,90,4.31,91.76,0,0,100,6.63,6.23,6.5,6.72,H
13.75,38.47,33.78,10,29,26,0,19,18,12.61,30.65,24.65,32.93,21.82,26,16,169.52,64.51,15.49,18.09,18.01,12.3,170.77,62.345,11.37,162.86,100,7.45,5.96,5.1,6.07,6.17,N
12.09,28.94,24.29,10,21,21,0,0,1,11.78,36,19.29,22.09,18.25,18,0,177.54,55.59,12.06,47.47,27.6,14.16,185.22,53.33,9.02,180,100,0.39,5.87,5,6.09,5.97,N
62.34,87.8,188.34,61,74,53,59,62,255,12,35.31,54.9,113.73,30.42,102,89,228.97,66.32,75.71,18.87,7.65,19.23,235.45,66.85,72.94,240,71.37,100,6.54,5.03,6.3,6.76,I
1.71,144.02,247.97,1,142,254,0,119,255,2.46,32.6,30.16,159.08,18.55,158,148,204.9,99.32,98.65,12.5,0.97,3.44,206.53,99.61,99.61,210.36,100,100,6.23,2.48,6.98,2.94,I
60.68,110.5,85.22,58,108,83,43,105,94,30.18,45.33,41.83,95.28,38.23,94,78,144.9,45.1,43.33,20.93,15.17,17.78,151.91,43.33,42.35,150,50,41.18,7.21,6.79,7.38,7.32,N
15.85,56.25,46.14,15,49,43,0,40,39,12.02,36.16,22.95,46.14,21.42,43,36,170.62,69.81,22.13,20.44,21.1,14.15,171.82,70,19.61,170,100,16.47,6.4,5.25,6.66,6.49,N
53.41,48.11,54.03,53,47,51,49,41,48,10.49,18.23,12.02,49.59,6.41,49,49,187,25.83,24.37,134.02,12.94,7.04,249.68,22.73,23.53,0,14.29,24.31,4.68,5.28,5.03,5.29,H
58.08,79.66,97.56,56,73,96,53,71,94,11.4,24.71,17.92,81.25,11.96,78,77,212.13,41.85,40.08,15.28,8.33,8.89,215.38,40.91,38.04,215.38,41.49,36.86,5.44,5.14,5.56,5.78,H
47.99,48.62,81.96,49,46,83,51,49,83,6.65,24.55,21.7,56.92,8.24,58,46,249.29,45.55,33.76,28.89,13.21,10.46,246.86,45.88,32.94,246.67,50,32.16,4.91,4.02,4.44,6.31,H
78.64,96.39,129.29,60,79,125,37,69,95,42.64,41.94,35.64,103.56,34.28,92,77,214.53,40.43,51.93,22.41,25.1,13.83,220,40.82,49.8,210,50,37.25,6.76,6.88,6.86,6.95,H
46.85,101.57,104.36,46,99,105,51,98,109,19.9,26.35,23.55,95.52,20.33,95,99,185.44,57.68,42.43,9.19,12.05,10.28,186.92,56.07,41.57,185.17,50,42.75,6.33,6.28,6.43,6.43,N
24.08,41.95,32.82,22,35,31,22,30,29,9.72,28.31,10.1,35.04,11.5,32,29,161.2,38.04,16.47,14.47,11.41,11.09,163.64,36.67,13.73,169.09,33.33,11.76,5.22,5.11,5.54,5.03,N
25.2,57.09,51.05,23,48,43,20,40,35,15.21,31.24,26.22,50.6,24.28,43,34,170.2,54.57,22.6,17.01,18.73,12.35,170.77,51.16,18.82,171.43,100,15.69,6.3,5.73,6.46,6.39,N
36.6,99.53,153.73,21,109,76,0,21,255,36.51,73.01,98.94,109.02,74.13,6,21,209.54,77.3,61.58,13.68,14.47,38.47,210,77.63,83.53,210,100,100,7.25,6.5,7.39,6.49,I
65.89,75.64,53.65,67,76,53,67,79,53,18.08,27.2,21.52,68.19,23.76,68,68,80.7,32.53,30.32,28.23,13.21,10.02,85.71,29.89,29.8,87.69,32.91,30.98,6.59,6.15,6.65,6.4,N
67.01,67.94,79.44,65,61,67,51,46,44,19.98,33.62,47.9,69.25,29.11,63,52,256,27.04,35.05,100.5,19.09,18.68,280,19.72,29.02,343.64,16.67,20,6.72,6.25,6.61,7.21,H
35.27,71.88,61.97,35,70,63,31,95,83,18.69,32.07,23.45,62.93,22.29,63,70,168.94,51.95,28.22,9.16,16.36,12.58,170,48.44,27.45,170,50,37.25,6.5,6.17,6.64,6.55,N
41.93,88.9,81.84,38,83,78,0,103,96,28.35,42.53,37.85,80.6,37.41,76,76,175.53,56.98,35.49,15.31,17.88,16.3,172.17,53.85,33.33,170,100,40.39,7.21,6.63,7.35,7.23,N
139.09,150.94,155.15,13,21,28,144,152,156,21.47,18.2,24.36,150.49,11.22,23,153,205.13,12.3,63.02,24.51,13.5,7.28,212.31,8.81,61.18,198,5.21,61.18,5.47,5.66,5.64,5.76,H
88.3,102.23,137.57,86,102,135,81,104,98,41.59,42.05,48.33,110.26,37.39,109,70,229.02,37.84,56.14,29.75,21.49,18.16,229.71,36.23,55.69,240,17.35,38.43,7.1,7.27,7.15,7.35,H
5.93,87.96,192.51,3,90,74,0,100,215,7.83,37.19,49,109.73,31.3,114,138,214.02,97.06,77.28,14.16,3.87,16.71,215.5,98.43,80.39,212.86,100,84.31,6.84,3.74,6.91,7.13,I
39.91,80.3,68.5,41,80,72,0,79,80,20.45,33.92,25.13,70.11,23.27,73,84,167.62,51.47,31.49,11.05,16.89,13.3,170,47.44,31.37,170,100,30.98,6.54,6.26,6.73,6.6,N
4.3,51.99,145.32,2,49,15,0,39,101,5.53,27.84,58.78,73.63,30.15,72,53,219.56,97.5,57.82,10.43,2.54,22.7,220.73,98.07,56.86,220,100,39.61,6.84,3.63,6.43,7.74,I
6.34,87.74,183.4,2,88,69.5,0,0,255,8.86,50.28,52.95,106,43.3,110,125,214.55,96.92,73.07,14.77,4.15,19.5,214.78,98.81,78.04,240,100,100,7.42,3.7,7.53,7.45,I
116.42,141.18,163.73,120,142,169,123,144,169,17.56,18,23.23,145.01,6.88,148,149,212.96,30.7,66.47,17.45,10.39,4.88,216.82,28.49,66.27,211.84,28.82,66.27,4.54,4.99,4.92,4.51,H
38,49.14,39.47,36,44,36,27,31,30,14.11,23.21,12.13,44.16,15.13,41,31,136.91,22.38,19.32,32.32,10.7,9.12,136.67,21.965,17.25,168,16.13,12.16,5.64,5.63,5.87,5.32,N
4.28,33.37,110.23,2,25,105,0,0,47,6.34,42.08,51.49,49.15,31.31,41,19,227.05,97.22,45.45,20.91,4.29,20.38,229.45,100,43.335,240,100,18.43,6.46,3.42,5.69,7.42,I
217.75,223.1,206.31,224,224,211,232,223,211,29.02,9.09,25.65,218.83,7.97,219,218,71.17,8.34,88.24,32.58,11.22,3.95,56,6.47,88.24,56,6.52,87.45,4.8,5.67,4.9,4.75,H
52.99,99.85,81.01,52,95,80,26,33,94,27.08,51.18,44.81,88.16,43.68,86,30,150.96,44.16,39.16,22.02,17.2,20.07,160,42.57,37.25,160,50,12.94,7.33,6.69,7.51,7.37,N
6.76,72.61,160.07,4,60,51,0,5,255,10.01,55.69,83.38,90.62,54.29,90,9,217.99,95.45,64.08,15.07,5.72,32.23,221.48,97.25,72.16,230,100,100,7.36,4.13,7.34,7.4,I
197.01,154.19,118.16,196,151,120,196,150,141,32.14,30.54,34.33,148.16,29.86,147,118,34.81,41.3,77.91,51.57,12.17,11.22,26.82,39.23,76.86,30,33.33,76.86,6.85,6.78,6.85,7.09,N
3.16,44.15,143.41,3,40,13,0,37,105,3,26.7,37.56,67.6,14.31,66,56,222.06,97.83,57.7,13.78,1.98,13.85,224.38,98.11,56.08,225,100,41.18,5.74,3.24,5.05,6.97,I
44.66,97.71,151.86,42,103,28,26,52,159,18.2,33.97,31.61,107.64,29.24,112,118,211.14,71.84,60.2,9.93,6.55,11.91,208.72,73.03,61.18,206.72,75,62.35,6.66,5.98,6.75,6.81,H
15.04,95.42,68.78,8,93,67,0,113,47,18.93,46.57,39.34,76.67,38.95,75,54,158.89,86.24,37.42,10.67,15.33,18.26,161.09,90.76,36.47,160,100,44.31,7.27,4.77,7.49,7.24,N
79.27,111.6,160.72,80,109,162,72,112,164,17.83,26.01,31.75,122.03,13.76,122,126,218.55,50.94,65.42,18.48,13.6,9.61,222.74,50.27,64.31,225,29.27,64.31,5.74,5.81,5.87,6.43,H
16.9,28.48,30.52,13,23,27,0,0,16,16.52,24.91,21.62,26.4,19.34,23,0,190.94,54.97,12.57,35.73,26.83,10.12,195,50,10.59,180,100,5.88,6.07,5.42,6.15,6.22,N
5.65,82.33,168.89,2,77,55,0,0,255,7.93,53.65,60.84,98.56,47.18,100.5,111,214.78,96.91,67.56,15.63,4.31,22.93,216.44,99.02,72.55,240,100,100,7.49,3.57,7.58,7.67,I
161.07,157.64,164.53,164,158,169,166,162,173,16,11.08,17.16,160.44,6.05,162,166,262.61,8.35,66.46,58.59,9.1,3.75,261.82,6.55,67.06,261.82,6.36,67.84,3.61,4,4.2,4.14,H
72.23,86.82,76.79,68,82,73,62,79,68,16.7,22.33,19.46,81.53,17.21,78,71,137.47,16.22,34.08,24.75,9.85,8.8,141.18,14.71,32.16,120,14.29,30.98,5.96,5.74,6.05,6.1,N
26.14,67.91,62.02,25,64,62,28,62,60,13.91,28.86,19.02,59.29,15.17,59,57,176.72,61.96,27.28,12.34,14.19,11.47,177.55,61.11,25.685,180,50,24.31,5.95,5.63,6.12,6.21,N
20.1,95.57,231.81,22,96,120,0,99,255,12.15,25.2,37.54,127.83,18.3,5,137,218.02,91.84,92.25,12.12,4.73,10.48,220.18,91.24,97.25,220.53,100,100,5.95,5.41,6.08,5.37,I
31.87,102.65,204.91,23,95,84,0,66,255,31.53,44.34,44.26,125.35,38.84,122,90,215.07,86.52,81.75,12.79,12.47,14.83,217.59,89.26,83.92,218.15,100,100,7.08,6.09,7.2,6.53,I
154.62,176.87,188.12,27,51,62,125,207,213,26.43,21.15,21.56,177.32,19.74,50,207,201.98,18.84,74.41,8.58,8.23,6.76,202.86,18.59,74.9,200,25,83.53,6.12,6.44,6.21,5.94,H
59.54,106.48,77.64,57,103,76,47,106,90,27.63,41.12,36.34,91.09,33.59,89,82,136.77,45.56,41.77,25.83,16.71,16.11,147.5,42.31,40.39,150,50,41.57,7.03,6.74,7.19,7.14,N
34.26,27.45,7.04,34,22,4,33,18,0,6.38,24.38,7.86,20.62,9.47,18,13,41.44,82.79,14.83,18.94,16.13,8.42,36,87.1,13.33,36,100,12.55,5.04,4.49,5.46,4.31,N
32.7,54.22,43.99,31,52,44,29,50,47,18.14,28.87,21.39,47.11,18.97,47,48,156.78,41.2,21.35,21.01,20.63,11.36,159.13,38.46,20.39,180,100,20,6.28,6.14,6.36,6.4,N
45.42,106.11,86.6,35,98,77,118,202,180,35.75,59.13,54.4,91.99,53.03,84,45,160.74,60.8,41.61,8.67,14.87,23.19,162.4,59.26,38.43,164.29,41.58,79.22,7.54,6.8,7.65,7.52,N
53.09,104.22,86.36,43,90,72,0,178,160,39.72,68.67,62.07,92.34,62.6,78,28,146.09,51.56,41.32,51.56,23.02,26.44,162.31,48.15,35.29,166.83,100,69.8,7.73,6.96,7.8,7.66,N
28.28,96.17,86.4,28,95,86,33,90,76,15.04,28.86,28.12,84.15,21.39,85,89,173.19,71.97,38.98,13.43,12.24,11.82,171.55,71.01,38.04,170,100,35.29,6.45,5.85,6.55,6.79,N
25.33,35.23,17.93,21,26,11,11,9,0,16.67,35.56,19.78,27.01,22.01,21,7,74.77,60.81,14.24,33.79,24.76,13.72,71.25,57.69,10.2,60,100,4.71,6.06,5.79,6.37,5.54,N
12.22,52.77,47.55,8,45,41,0,59,53,13.94,40.55,33.36,44.27,30.58,38,0,178.1,77.31,21.26,22.97,21.83,16.02,178.15,80.43,18.04,180,100,23.14,6.77,4.75,6.96,6.87,N
17.06,47.53,36.31,13,31,24,10,28,20,15.1,41.52,30.22,38.46,29.36,26,21,160.57,61.14,18.7,14.66,17.64,16.32,162.86,57.195,12.16,162.86,100,10.98,5.9,5.29,6.13,5.96,N
81.92,78.04,78.06,82,74,77,84,72,80,12.36,20.8,15.83,78.05,13.3,76,72,204.51,13.76,34.15,141.94,9.6,7.68,246.67,12.94,32.94,0,16.67,32.94,5.55,5.38,5.59,5.73,H
112.31,122.07,144.9,114,122,147,117,128,139,22.84,22.51,22.78,127.43,17.27,129,134,231.42,24.64,58.21,24.6,10.96,7.78,227.03,24.55,58.04,225,25,61.96,6.13,6.35,6.23,6.14,H
95.41,127.68,103.84,99,126,102,105,129,97,36.78,32.93,33.2,115.95,29.64,116,120,128.04,31.66,50.27,38.99,15.56,12.91,146.4,26.12,50.2,150,25,52.55,6.87,7.16,6.93,6.96,N
52.64,67.92,59.84,54,65,60,57,75,65,17.69,30.18,21.61,61.69,21.68,62,63,150.65,20.56,26.64,19.98,19.66,11.83,156,16.42,25.49,140,24,29.41,6.22,5.83,6.28,6.13,N
13.24,54.49,161.43,12,52,42,11,19,190,8.35,33.87,41.32,80.28,25.87,82,44,223.91,92.32,64.71,14.43,3.96,14.82,225.47,92.14,67.45,233.47,100,74.51,6.58,4.98,6.59,7.12,I
32.15,58.19,50.57,29,54,47,0,48,46,22.9,34.43,29.44,52.27,29.68,49,45,169.06,50.38,23.25,34.57,21.64,13.23,164,45.95,21.57,160,100,22.35,6.84,6.28,6.99,6.82,N
53.81,99.08,91.49,48,94,87,0,101,77,36.7,46.99,43.87,90.68,43.1,86,70,174.42,50.84,39.4,15.33,19.18,18.19,171.92,47.24,37.65,170,100,39.61,7.42,7,7.52,7.44,N
47.37,59.91,52.77,47,52,50,56,51,51,15.26,33.14,21.27,52.49,17.1,50,51,141.42,14.06,23.67,65.3,17.73,13.29,168,9.26,20.39,180,0,20,5.86,5.73,6.09,5.92,N
17.25,66.53,39.99,13,55,31,0,82,0,18.69,46.41,33.57,49.89,34.91,41,25,139,74.91,26.14,24.95,21.56,18.16,146.67,77.27,21.57,120,100,32.16,6.91,5.33,7.2,6.68,N
30.1,83.66,69.06,29,75,61,0,70,47,17.17,37.99,33.08,71.86,29.53,65,61,163.5,61.86,32.98,17.59,18.4,14.94,165.76,59.46,29.41,160,100,27.45,6.75,5.98,6.96,6.87,N
25.15,153.41,253.1,23,30,126,17,162,255,10.52,26.41,2.42,168.78,16.67,43,171,206.08,90.08,99.26,6.02,4.13,0.95,204.72,90.94,99.61,203.64,92.16,100,5.96,5.16,6.6,2.64,I
94.18,91.63,94.83,98,90,96,101,95,103,20.59,28.8,25.4,91.93,20.29,93,99,289.91,15.63,40.73,55.58,13.15,11.02,316.36,13.04,40,323.08,14.29,41.57,6.32,6.02,6.35,6.54,H
4.86,92.09,201.44,3,102,100,0,103,255,6.14,41.15,58.24,114.01,39.92,127,143,214.8,97.51,79.79,11.92,3.33,21.7,214.12,98.79,89.8,229.2,100,100,6.98,3.56,7.1,6.83,I
66.93,148.75,216.73,28,30,113,0,255,255,82.64,86.31,49.77,161.06,71.78,36,255,201.14,73.33,86.77,38.07,32.22,16.91,207.05,87.78,95.69,180,100,100,7.45,6.22,7.29,5.73,I
7.54,76.92,175.87,5,62,171,0,44,255,7.44,38.62,56.24,97.71,34.28,88,58,216.57,94.28,70.17,12.52,6.58,20.99,219.71,97.39,67.84,220,100,100,6.72,4.2,6.59,6.89,I
35.6,55.77,61,34,50,60,32,46,59,9.79,26.36,15.17,52.45,11.75,50,47,200.94,42.7,25.62,17.2,11.56,9.94,202.5,41.67,23.92,210,50,23.14,5.51,5.1,5.75,5.77,N
7.92,73.33,162.27,2,65,40,0,0,255,11.07,52.42,57.77,90.88,45.88,88,94,217.33,95.81,64.88,15.86,5.81,21.82,218.57,98.9,67.06,240,100,100,7.46,3.81,7.44,7.7,I
18.49,121.81,213.97,17,117,97,18,100,255,11.58,38.11,39.83,137.33,29.68,9,126,208.45,91.47,85.34,12.76,5.06,12.2,210.96,92.08,88.63,209.86,100,100,6.88,5.38,7.11,6.63,I
152.36,164.06,153.18,156,163,154,159,162,150,24.06,17.75,26.7,160.13,14.6,160,157,116,10.97,65.2,57.39,12.96,7.17,108,7.58,64.31,80,5.49,63.53,5.71,5.73,5.62,5.96,H
68.3,78.25,81.7,67,74,79,66,70,75,8.86,17.12,11.78,77.42,8.68,75,71,203.92,17.06,32.93,12.84,9.33,6.65,207.27,15.07,31.37,213.33,14.29,29.41,4.91,4.67,5.02,5.1,H
179.01,190.84,192.92,184,194,199,193,202,211,35.2,28,31.38,190.48,26.67,194,204,183.47,10.14,77.53,50.16,10.74,9.66,207.27,8.82,78.82,210,9,82.75,6.66,6.9,6.75,6.56,H
70.88,180.05,237.66,69,47,115,64,164,255,25.42,29.45,28.38,185.47,21.26,55,182,199.84,70.74,94.49,12.02,9.98,4.86,203.29,71.33,95.29,204.07,62.39,100,6.37,6.64,6.8,5.26,I
48.3,70.35,86.27,48,69,87,48,63,80,10.82,22.79,17.83,71.76,15.61,71,67,208.15,44.5,34.7,13.65,8.13,8.25,207,43.16,34.51,203.41,40,31.37,5.95,5.37,6.09,6.07,H
2.41,112.64,236.05,1,109,251,0,85,255,3.5,38.22,34.36,137,26.02,139,141,211.59,98.99,93.77,12.76,1.48,9.02,214.42,99.61,98.43,215.93,100,100,6.7,2.79,7.13,4.92,I
14.86,37.23,30.5,12,28,27,0,19,20,13.52,38.9,22.99,29.07,20.57,25,19,176.66,59.42,15.14,23.45,23.62,15.57,180,55.56,11.37,180,100,7.45,6.12,5.29,6.35,6.21,N
42.93,93.44,57.27,44,85,51,0,42,40,29.1,45.17,37.49,72.95,34.34,67,35,119.14,64.68,37.13,41.94,20.85,17.3,141.54,66.04,33.33,150,100,27.06,6.99,6.49,7.26,7.07,N
61.25,82.69,103.56,74,90,107,88,103,111,28.18,29.59,24.47,85.46,19.89,93,103,208.66,40.92,41.94,13.89,24.59,10.55,207.69,27.84,41.96,202.5,21.43,43.53,5.99,6.06,6.12,6.2,H
28.85,44.26,31.54,28,40,30,24,40,25,11.66,27.73,13.73,36.09,12.24,35,36,129.34,35.32,17.53,35.92,16.91,10.86,125.45,33.33,15.69,108,33.33,15.69,5.63,5.51,5.86,5.72,N
7.69,126.59,223.49,3,130,251,0,134,255,11.51,41.25,53.23,141.23,35.36,152,153,207.76,94.98,88.96,13.34,9.14,18.28,209.18,98.82,98.43,209.02,100,100,6.86,4.01,7.23,5.2,I
17.4,123.82,201.71,9,126,108,0,0,255,21.36,63.92,71.26,135.56,56.58,18,136,207.77,91.98,80.38,16.92,9.16,26.76,208.515,95.2,92.94,240,100,100,7.54,5.41,7.8,6.56,I
18.29,43.73,43.97,17,39,44,20,52,55,11.53,30.33,17.23,38.52,15.3,37,34,189.88,60.89,19.18,15.77,18.02,11.76,191.25,60.47,17.65,180,100,21.57,5.92,5.39,6.12,6.1,N
